Feature	Cluster
Acrididae	204
Hippeaceae	204
mag_8090	204
Chlorellaceae	204
mag_589	204
Acidimicrobiaceae	204
Cryptococcaceae	204
Oxyrrhinaceae	205
Balaenopteridae	205
Lacertidae	205
mag_38726	205
Spheniscidae	205
Tayassuidae	205
Delphinidae	205
Clastopteridae	205
Equidae	205
Pteropodidae	205
mag_39200	205
mag_38223	205
Rhinocerotidae	205
mag_17931	205
mag_91	205
mag_38287	205
mag_37858	205
mag_137	205
mag_18663	205
mag_23300	205
Anaerobic toluene and ethylbenzene degradation	205
mag_340	205
Menuridae	205
Acetophenone carboxylase 1	205
mag_37767	205
mag_39088	205
mag_42005	205
Nothobranchiidae	205
Acanthisittidae	205
mag_38795	205
mag_39095	205
mag_37741	205
Dissoconiaceae	205
mag_38079	205
mag_38385	205
Nanopusillaceae	205
mag_37666	205
mag_38862	205
mag_39433	205
mag_58457	205
mag_154	205
Sedoreoviridae	205
Eleutherodactylidae	205
mag_38853	205
mag_40786	205
mag_2944	205
mag_38456	205
mag_41375	205
mag_44392	205
Echinometridae	205
mag_38773	205
mag_39923	205
Melampsoraceae	206
Myxotrichaceae	206
Alloionematidae	206
Podosporaceae	206
Adelgidae	206
Streblomastigidae	206
Pezizaceae	206
Dubosqiidae	206
Pomacentridae	206
Cyphellophoraceae	206
Peltospiridae	206
Rhizosoleniaceae	206
Ascidiidae	206
Ceratopogonidae	206
Strongylidae	206
Saccharomycetaceae	206
Plexauridae	207
mag_37869	207
Synchytriaceae	207
mag_38034	207
Cecidomyiidae	207
mag_37902	207
Tribonemataceae	207
mag_38741	207
mag_40031	207
Chrysopidae	207
mag_312	207
mag_39623	207
mag_39256	207
mag_39535	208
Acanthopleuribacteraceae	208
Vicinamibacteraceae	208
Acipenseridae	208
ABC transporter YxeMNO	208
Elateridae	208
Nidulariaceae	208
mag_39811	208
mag_38608	208
Methylocystaceae	208
Chlamydiaceae	208
mag_40991	208
Chlamydomonadaceae	208
mag_546	208
Orussidae	208
Myxobolidae	208
mag_41723	208
Rivulariaceae	208
Rhodobiaceae	208
Soboliphymatidae	208
Kyanoviridae	208
Pyrocystaceae	208
mag_39643	208
Salasmaviridae	208
mag_314	208
Ornithorhynchidae	208
Verrucariaceae	208
Bathyergidae	208
Erebidae	208
Cafeteriaceae	208
mag_37754	209
Stanwilliamsviridae	209
Gigartinaceae	209
Toxin-Antitoxin MT1	209
Ectocarpaceae	209
Baculoviridae	209
Mimiviridae	209
mag_39439	209
mag_39208	209
mag_40632	209
mag_40875	209
Nitrosocaldaceae	209
mag_39438	209
mag_40537	209
mag_41503	209
Monoglobaceae	209
mag_355	209
Romeriaceae	209
mag_2908	209
Phocoenidae	209
mag_39655	209
mag_37942	209
Cell invasion-related virulence operon MCE	209
Sciuridae	209
mag_41619	209
mag_298	209
Cryptosporidiidae	209
mag_41086	209
mag_41214	209
mag_38404	209
mag_3135	209
mag_38272	209
Oscillochloridaceae	209
mag_38356	209
mag_38680	209
Merulinidae	209
mag_38289	209
mag_43211	209
mag_39531	209
mag_38692	209
Simkaniaceae	210
Rutaceae	210
mag_410	210
Cynoglossidae	210
Combretaceae	210
mag_40055	210
mag_8237	210
Herelleviridae	210
Gentianaceae	210
Hymenolepididae	210
Amylocorticiaceae	210
Sporocadaceae	210
mag_38389	210
Dromaiidae	210
Chrysocapsaceae	210
Chloropicaceae	210
mag_681	210
Staphyleaceae	210
mag_38175	210
Centropomidae	210
Meropidae	210
Pittosporaceae	210
Falconidae	210
mag_39108	210
Papilionidae	210
mag_37912	210
Thermomicrobiaceae	210
mag_37659	210
Methanotrichaceae	210
mag_90	210
Todidae	210
Laelapidae	210
mag_42681	210
mag_37760	210
Tytonidae	210
mag_37749	210
mag_37968	210
Desulfocucumaceae	210
Aphelenchoididae	210
Motacillidae	210
mag_37838	210
Dasypodidae	210
DNA repair, bacterial SbcCD exonuclease	211
Coliidae	211
Didelphidae	211
Phrynosomatidae	211
Pleomassariaceae	211
Aulographaceae	211
Sporulation Cluster	212
Heme, hemin uptake and utilization systems in GramPositives	213
Saccharomycodaceae	214
Polyangiaceae	214
Thalassiosiraceae	214
Limnochordaceae	214
Aggregatilineaceae	214
Plasmodiophoridae	214
Schizophyllaceae	214
Nephilidae	214
Forespore to mother cell channel	214
mag_38086	215
mag_42248	215
mag_37908	215
mag_37919	215
mag_41437	215
mag_42213	215
mag_39452	215
mag_40115	215
mag_38912	215
mag_88	216
Ackermannviridae	216
mag_37689	216
mag_7	216
mag_31	216
Conopidae	216
mag_30	216
mag_4831	216
Mycobacterial lipid and multidrug efflux system proteins MmpL, MmpS	216
mag_37893	216
Stentoridae	216
Caldarchaeaceae	216
Parilichlamydiaceae	216
Steccherinaceae	216
mag_39893	216
Lactobacillaceae	216
Pteromalidae	216
Bacteriocins in Lactobacilli	216
Microscillaceae	216
Stylonemataceae	216
Paramoebidae	216
Vombatidae	216
Sporichthyaceae	216
Cymodoceaceae	216
Pseudonocardiaceae	217
Frankiaceae	217
Microbacteriaceae	217
Nocardiopsaceae	217
Nocardioidaceae	217
Micromonosporaceae	217
mag_43592	218
Nitriliruptoraceae	218
mag_42860	218
Tetracycline resistance, ribosomal protection type	218
mag_42759	218
Trans-translation by stalled ribosomes	218
mag_41747	218
mag_39192	218
Cimicidae	218
mag_38110	218
Copper Transport System	218
Blastocystidae	218
Andaluciidae	218
Kribbellaceae	218
Pumilibacteraceae	218
mag_39607	218
Sphaerobolaceae	218
Thermomonosporaceae	219
Entner-Doudoroff Pathway	219
Streptomycetaceae	219
Cluster related to PAS - para-aminosalicylic acid resistance	219
Sigma54-dependent transcription related gene cluster 2	220
Streptosporangiaceae	220
mag_37897	220
Ruaniaceae	220
Jonesiaceae	220
Intrasporangiaceae	220
Dermabacteraceae	220
Cellulomonadaceae	220
Bogoriellaceae	220
Promicromonosporaceae	220
Inositol catabolism	220
Kineosporiaceae	220
Jiangellaceae	220
mag_63355	221
mag_40794	221
mag_44073	221
mag_43723	221
mag_38383	221
Eggerthellaceae	221
mag_45561	221
mag_42042	221
mag_39313	221
mag_39384	221
mag_40491	221
mag_39947	221
mag_42280	221
mag_40569	221
mag_37905	221
mag_38434	221
mag_43039	221
mag_41738	221
mag_39069	221
mag_39081	221
mag_46236	221
mag_38596	221
mag_38757	221
mag_40505	221
mag_899	221
mag_39255	221
mag_39045	221
Protein degradation	222
Ribosomal hibernation related cluster	222
mag_40989	223
mag_38670	223
mag_40355	223
mag_40225	223
Cerasicoccaceae	223
mag_41956	223
mag_40748	223
mag_38689	224
Muscicapidae	224
mag_43998	224
Tichowtungiaceae	224
mag_43137	224
mag_43104	224
mag_53276	224
mag_41963	224
mag_43100	224
mag_293	224
mag_43437	224
Butyrate kinase pathway	224
mag_39983	224
mag_42109	224
mag_53	224
mag_40294	224
mag_29418	224
mag_37906	224
mag_42370	224
mag_41526	224
mag_38785	225
mag_41480	225
Hexamitidae	225
mag_38763	225
mag_41727	225
mag_39166	225
mag_37705	225
mag_43836	225
mag_41101	225
Methanocorpusculaceae	225
Methanomethylicaceae	225
mag_41026	225
mag_3016	225
mag_37810	225
Autoinducer 2 (AI-2) transport and processing (lsrACDBFGE operon)	225
Geovibrionaceae	225
Chitinivibrionaceae	225
mag_38724	225
mag_37736	225
mag_39304	225
mag_38295	225
Amoebophryaceae	225
Diopsidae	225
mag_4420	225
mag_42747	225
mag_43218	225
mag_337	225
Acutalibacteraceae	225
mag_40279	225
mag_44689	225
mag_42074	225
mag_14230	225
Egicoccaceae	225
mag_40074	225
mag_357	225
Caulochytriaceae	225
mag_1259	225
mag_49616	225
mag_44444	225
mag_41244	225
mag_44288	225
mag_71	225
mag_38313	225
Dinophilidae	225
Pseudocohnilembidae	225
mag_38830	225
Pocilloporidae	225
mag_40085	225
mag_44725	225
mag_39046	225
mag_38526	225
mag_57777	226
mag_40291	226
mag_47342	226
Blattellidae	226
Methanogenesis	226
mag_40761	226
Vecturitrichaceae	226
mag_38672	226
mag_43817	226
Brevinemataceae	226
Desulfatiglandaceae	226
Triparmaceae	226
Varroidae	226
Dotillidae	226
mag_41057	226
Phakopsoraceae	226
mag_46418	226
mag_38035	226
mag_44418	226
mag_37995	226
Parameciidae	226
mag_42495	226
mag_37841	226
mag_37817	226
Trichomonadidae	226
Thoreaceae	226
Menispermaceae	226
Betaflexiviridae	226
mag_37706	226
mag_44	226
mag_316	226
mag_2544	226
mag_2917	226
Soricidae	226
mag_44504	226
Hydridae	226
mag_39184	226
mag_40511	226
mag_44866	227
mag_37805	227
mag_45736	227
mag_37830	227
mag_39381	227
mag_37873	227
mag_42554	227
mag_37903	227
mag_40666	227
Strombidiidae	227
mag_37952	227
Siderophore Yersiniabactin Biosynthesis	227
mag_38038	227
mag_38059	227
mag_38075	227
mag_39263	227
mag_40129	227
Brachionidae	227
mag_37782	227
mag_37777	227
mag_41763	227
mag_41839	227
mag_3015	227
mag_2920	227
mag_897	227
mag_364	227
mag_41608	227
mag_38260	227
mag_279	227
mag_94	227
mag_58	227
mag_39	227
mag_37683	227
mag_37694	227
mag_37734	227
mag_37750	227
mag_170	227
Fructoselysine and glucoselysine	227
mag_38103	227
Coelosphaeriaceae	227
mag_39127	227
mag_39124	227
mag_43439	227
Erysipelotrichaceae	227
mag_39924	227
mag_41407	228
mag_41435	228
mag_40162	228
Microviridae	228
mag_43810	228
mag_40327	228
mag_64	228
mag_41615	228
mag_40520	228
mag_292	228
mag_45110	228
mag_38196	228
mag_39660	228
mag_38316	228
mag_38270	228
Atopobiaceae	229
mag_41387	229
Coprothermobacteraceae	229
Chloroherpetonaceae	229
Coriobacteriaceae	229
Chlorobiaceae	229
mag_40587	229
mag_37867	229
mag_42519	229
Electron-bifurcating caffeyl-CoA reductase-Etf complex	229
mag_40850	229
Flammeovirgaceae	229
Tannerellaceae	229
mag_38879	229
mag_38928	229
Methanomicrobiaceae	229
mag_44981	229
Lentimicrobiaceae	229
mag_40549	229
mag_309	229
mag_44911	229
mag_23620	229
Akkermansiaceae	229
mag_37627	229
Saparoviridae	230
mag_37907	230
Methanospirillaceae	230
Methanocalculaceae	230
mag_37868	230
Sphaerochaetaceae	230
Monodopsidaceae	230
Colubridae	230
mag_38740	231
mag_40071	231
mag_41569	231
mag_40063	231
mag_40122	231
mag_42827	231
mag_38176	231
mag_41121	231
mag_41686	231
mag_40657	231
Christensenellaceae	231
mag_47968	231
mag_40553	231
mag_56111	231
mag_38401	231
mag_44987	231
mag_38804	231
mag_37828	231
Onagraceae	231
mag_39534	231
mag_38661	231
mag_40533	231
mag_42349	231
mag_38778	231
mag_40843	231
mag_37819	231
Muscidae	231
mag_39467	231
mag_42281	231
Compsopogonaceae	231
mag_38392	232
mag_40243	232
mag_39648	232
mag_9	232
mag_41626	232
mag_81	232
mag_39539	232
mag_41537	232
mag_38634	232
mag_42596	232
mag_38165	232
mag_40856	232
mag_52804	233
mag_41976	233
mag_41337	233
mag_40439	233
mag_40350	233
mag_46143	233
mag_2941	233
Spizellomycetaceae	233
mag_38747	233
Deferribacteraceae	233
mag_11674	233
mag_160	233
Thermonemataceae	233
mag_38178	233
mag_9488	233
mag_40164	233
mag_38541	233
mag_39463	233
mag_37811	233
mag_38078	233
Thiazole.oxazole-modified microcins	234
mag_42337	234
mag_39994	234
mag_38072	234
mag_38890	234
mag_246	234
mag_10472	234
mag_38807	234
mag_44160	234
Methanomethylophilaceae	234
mag_68	234
Aphididae	234
mag_50364	234
mag_38515	234
mag_38648	234
mag_38439	234
Dethiosulfovibrionaceae	234
mag_40079	234
mag_40227	234
mag_40053	234
mag_40062	234
mag_40883	234
Oweniidae	235
mag_37735	235
Aleyrodidae	235
mag_37619	235
mag_41137	236
mag_43147	236
mag_6	236
mag_2919	236
mag_38181	236
mag_37729	236
mag_3143	236
mag_38798	236
mag_37901	236
mag_44152	236
mag_321	236
mag_37711	236
mag_93	236
Tsukamurellaceae	237
mag_38549	237
mag_37931	237
mag_38145	237
mag_38527	237
mag_39576	237
mag_38081	237
mag_39142	237
Tilletiariaceae	237
mag_38136	237
mag_39428	237
mag_38039	237
mag_3140	237
mag_39060	237
Merismopediaceae	237
mag_38332	237
mag_43376	237
mag_43333	237
mag_13218	237
mag_38410	237
mag_38565	237
mag_37860	237
mag_41397	237
Pyramimonadaceae	237
Lipid-linked oligosaccharide synthesis related cluster	237
mag_41147	237
mag_37895	237
mag_41535	237
mag_41921	237
mag_282	237
Ophiostomataceae	237
mag_39616	237
Carbonactinosporaceae	237
Beutenbergiaceae	237
mag_38173	238
mag_38150	238
mag_44333	238
mag_38244	238
Nanopelagicaceae	238
mag_38269	238
mag_37979	238
Actinomycetaceae	238
Platysternidae	238
Galactosamine Substituent of Arabinogalactan in Mycobacteria	238
mag_42568	238
mag_8555	238
mag_37732	238
mag_42509	238
ESAT-6 proteins secretion system in Mycobacteria (locus ESX-4)	238
L-fucose utilization	238
mag_383	238
mag_41919	238
mag_37784	238
mag_39939	238
Acanthasteridae	238
mag_39362	238
mag_2921	238
mag_3059	238
L-fucose dissimilation cluster	238
mag_63	238
Iron transport system including ABC transporter	238
mag_10149	239
mag_38402	239
mag_39048	239
mag_38398	239
mag_38705	239
mag_33566	239
mag_40361	239
mag_43444	239
mag_38325	239
mag_38251	239
mag_40370	239
mag_19208	239
mag_38390	239
mag_37836	239
mag_40390	239
mag_37834	239
mag_38555	239
mag_39314	239
mag_40586	239
mag_40286	239
mag_38598	239
mag_41291	239
mag_40900	239
mag_1597	239
mag_39601	239
mag_39468	239
Cobalamin synthesis from Cob(II)yrinate a,c diamide	239
mag_38452	239
mag_40497	239
Ceratobasidiaceae	239
mag_42992	239
mag_38118	239
mag_38128	239
mag_38130	239
mag_39151	239
mag_3553	239
mag_38470	240
mag_39955	240
mag_44048	240
mag_41789	240
mag_38696	240
mag_40372	240
mag_38960	240
mag_38873	240
mag_41305	240
mag_39341	240
mag_39204	240
Nototheniidae	240
mag_37794	240
Desulfurococcaceae	240
mag_37768	240
mag_40405	240
mag_39628	240
mag_40472	240
mag_40864	240
mag_37618	240
mag_42256	240
mag_41358	240
mag_43281	240
mag_38214	240
mag_41152	240
mag_41192	241
mag_42837	241
mag_299	241
mag_41066	241
mag_38253	241
mag_38166	241
mag_43134	241
mag_43259	241
mag_37771	241
mag_42944	241
mag_42530	241
mag_38048	241
mag_38467	241
mag_42661	241
Xeniidae	241
mag_38450	241
mag_41574	241
mag_43695	241
mag_42621	241
mag_43460	241
mag_39306	241
mag_38695	241
Cobalamin synthesis, Precorin-2 to Cob(II)yrinate a,c diamide, anaerobic	241
mag_40522	241
mag_50004	241
mag_38806	241
mag_38823	241
Eubacteriaceae	241
mag_39186	241
Teichuronic acid biosynthesis	241
mag_38949	241
mag_45767	241
mag_38983	241
mag_39804	241
mag_39168	241
mag_40700	241
mag_39773	241
mag_39605	241
mag_39147	241
mag_44717	241
mag_44113	241
mag_39221	241
mag_46078	241
mag_40145	241
mag_39282	241
mag_40552	241
mag_40212	241
mag_39345	241
mag_44972	241
Cobalamin synthesis	241
mag_40840	241
Blattabacteriaceae	242
mag_39920	242
mag_46819	242
mag_45171	242
mag_38919	242
mag_39885	242
mag_43294	242
Tropherymataceae	242
Dunaliellaceae	242
mag_37999	242
mag_31208	242
mag_40434	242
Thermosediminibacteraceae	242
Lutisporaceae	242
Propanediol utilization	242
mag_39597	242
mag_40395	242
mag_534	242
mag_38318	242
mag_37772	242
mag_41728	242
Oligosphaeraceae	242
Flavobacteriaceae	242
mag_38374	242
mag_39189	242
Thermodesulforhabdaceae	242
Dihydroxyacetone kinases	242
F0F1-type ATP synthase	242
Dictyochaceae	242
Adiutricaceae	242
mag_40966	242
Thermodesulfobacteriaceae	243
Acidaminobacteraceae	243
Dictyoglomaceae	243
Spirochaetaceae	243
mag_56754	243
Koleobacteraceae	243
Gracilibacteraceae	243
Desulfobacteriaceae	243
Sulfurovaceae	243
Desulfallaceae	243
Vahlkampfiidae	243
Hakubellaceae	243
Euzebyaceae	243
mag_42532	244
mag_37827	244
mag_37691	244
mag_37821	244
Pseudourostylidae	244
Styelidae	244
mag_39390	244
mag_37710	244
Conexivisphaeraceae	244
mag_37722	244
Balamuthiidae	244
mag_37791	244
mag_37748	244
Oikopleuridae	244
Bovichtidae	244
mag_37775	244
Catenulisporaceae	244
Mesocestoididae	244
mag_40028	244
mag_302	244
mag_4789	244
mag_4679	244
mag_4393	244
mag_342	244
mag_450	244
mag_572	244
mag_1064	244
mag_41744	244
mag_3073	244
mag_40182	244
mag_2948	244
mag_3068	244
mag_75531	244
mag_3026	244
mag_2954	244
mag_283	244
mag_37680	244
mag_11253	244
mag_47169	244
mag_37638	244
Caricaceae	244
Vitaceae	244
Retroviridae	244
Chrysoviridae	244
Schizomimiviridae	244
mag_34893	244
mag_42283	244
mag_40556	244
mag_27157	244
mag_57	244
L-2-amino-adipate to lysine module	244
mag_65	244
mag_86	244
mag_89	244
mag_98	244
mag_16415	244
mag_12434	244
mag_51	244
mag_3017	244
mag_42918	244
mag_37961	244
mag_2990	244
mag_38012	244
mag_38686	244
mag_38978	244
Ramalinaceae	244
mag_44669	244
Rhizopogonaceae	244
Fusobacteriaceae	244
mag_39015	244
mag_39119	244
mag_39042	244
Desulfarculaceae	244
mag_38337	244
Defluviitaleaceae	244
Limisphaeraceae	244
mag_40835	244
Peptococcaceae	244
mag_38638	244
mag_37954	244
mag_40964	244
mag_37933	244
mag_37847	244
Bryopsidaceae	244
mag_40775	244
Thiohalobacteraceae	244
mag_37871	244
Prasiolaceae	244
Pseudodiaptomidae	244
Deianiraeaceae	244
mag_38538	244
mag_41088	244
mag_38309	244
mag_37888	244
Sanguibacteraceae	244
mag_37911	244
mag_38387	244
mag_38869	244
Nannocystaceae	244
mag_38275	244
mag_39874	245
Porphyromonadaceae	245
Marinifilaceae	245
Catalimonadaceae	245
Flexibacteraceae	245
Cyclophoraceae	245
Fulvivirgaceae	245
Hirudinidae	245
mag_40083	245
Immundisolibacteraceae	245
Opisthorchiidae	245
mag_38338	245
Poeciliidae	245
mag_38594	245
Kytococcaceae	245
mag_3233	245
mag_38610	245
mag_9607	246
Thermogemmatisporaceae	246
Sysuiplasmataceae	246
Antibiotic anticapsin - bacilysin	246
Alydidae	246
Microcystaceae	246
mag_3133	246
Carnitine operon	246
mag_39736	246
Picocystaceae	246
Hydnangiaceae	246
Prymnesiaceae	246
mag_54371	246
Naemateliaceae	246
Porphyridiaceae	246
mag_344	246
Chrysochromulinaceae	246
Acrospermaceae	246
Octopodidae	246
mag_1061	247
Rickettsiaceae	247
mag_38578	247
mag_40995	247
mag_38496	247
Hepatoplasmataceae	247
mag_2660	247
Synergistaceae	247
mag_40323	247
mag_306	247
Acidilutibacteraceae	247
mag_38298	247
Miltoncostaeaceae	247
mag_38046	247
mag_39180	247
mag_37728	247
mag_45564	247
mag_37947	247
Caldicellulosiruptoraceae	247
Wall polysaccharide pyruvylation	247
mag_37882	247
mag_37881	247
mag_37880	247
Antricoccaceae	247
mag_37863	247
Cryptosporangiaceae	247
mag_37918	247
NAD-reducing [NiFe] hydrogenase HoxFUYH(E)	247
Ostreidae	247
mag_43818	247
mag_39683	247
Selaginellaceae	247
Methanogenesis from methylated compounds	247
Proteinivoraceae	247
mag_38279	247
Stachybotryaceae	247
mag_38263	247
Acidothermaceae	247
mag_40655	247
mag_32	247
Iron(III) dicitrate transport system Fec	247
Cyclobacteriaceae	248
Ectoine synthesis	248
Cobalamin synthesis, Precorin-2 to Cob(II)yrinate a,c diamide, aerobic	248
Hominidae	248
Lysine fermentation	248
Lysine fermentation to crotonoyl-CoA	248
Nymphonidae	248
Suessiaceae	248
2,3-diacetamido-2,3-dideoxy-d-mannuronic acid	248
Caedimonadaceae	249
Cloacimonadaceae	249
Anaerolineaceae	249
Planctomycetaceae	249
Thermotogaceae	249
Verrucomicrobiaceae	249
mag_290	249
Isotomidae	249
Didymosphaeriaceae	249
mag_97	249
Bugulidae	249
Tetrabaenaceae	249
Liparidae	249
Dactyloidae	249
Gonapodyaceae	249
Tetrahymenidae	249
Halteriidae	249
mag_40102	249
Pythiaceae	249
Arcellidae	249
Reichenbachiellaceae	249
Marivirgaceae	249
Dissulfuribacteraceae	249
Sporulation gene orphans	249
Propionibacteriaceae	249
Agrocinopine utilization	249
Demequinaceae	249
Ornithinimicrobiaceae	249
Rarobacteraceae	249
Gordoniaceae	249
Tepidanaerobacteraceae	250
mag_44772	250
mag_46634	250
mag_8679	250
Lysianassidae	250
mag_38226	250
mag_38215	250
mag_43028	250
mag_41021	250
mag_42899	250
mag_37837	250
mag_39388	250
Pyrodictiaceae	250
mag_39484	250
mag_45159	250
mag_37643	250
mag_41163	250
mag_7297	250
mag_38277	250
mag_3380	250
Leptotrichiaceae	250
mag_3306	250
Nicotinate catabolism, anaerobic	250
Desulfatibacillaceae	250
mag_341	250
mag_40859	250
Culicoidibacteraceae	250
Butyricicoccaceae	250
mag_37542	250
mag_39064	250
mag_41502	251
Peptostreptococcaceae	251
mag_39423	251
mag_39397	251
mag_40719	251
mag_42722	251
Toxocaridae	251
Anaerovoracaceae	251
mag_37804	251
mag_39262	251
mag_45933	251
mag_41495	251
Veillonellaceae	251
mag_38417	251
mag_43483	251
mag_38054	251
mag_38064	251
mag_40017	251
Glutamate fermentation	251
mag_44640	251
mag_39905	251
Magnetaquicoccaceae	251
Brachyspiraceae	251
mag_38488	251
mag_38256	251
mag_41040	251
Geopsychrobacteraceae	251
Eubacteriales Family XIII. Incertae Sedis	251
NiFe hydrogenase maturation	251
mag_41583	251
mag_45563	251
mag_15689	251
mag_26662	251
mag_42125	251
mag_2934	251
mag_23027	251
mag_127	251
mag_291	251
mag_334	251
Thermohalobacteraceae	252
Acidaminococcaceae	252
Thermoanaerobacterales Family IV. Incertae Sedis	252
mag_37724	252
Peptoclostridiaceae	252
mag_38202	252
Lachnospiraceae	252
mag_48423	252
Bianqueaceae	252
mag_42716	252
mag_40067	252
mag_39549	252
mag_40720	252
mag_37690	252
Entophysalidaceae	252
mag_40749	252
Sedimentisphaeraceae	252
Hujiaoplasmataceae	252
mag_40766	252
Desulfurellaceae	252
mag_284	252
mag_3751	253
mag_39293	253
mag_43990	253
Ribonucleotide reduction	253
mag_75	253
mag_39163	253
mag_40528	253
Oscillospiraceae	253
Tissierellaceae	253
mag_3018	253
mag_38445	253
mag_40881	253
mag_276	253
Coraliomargaritaceae	253
Thermoanaerobacterales Family III. Incertae Sedis	253
Filifactoraceae	253
Vallitaleaceae	253
mag_41688	253
DNA repair, UvrABC system	254
Pelagicoccaceae	255
Heterocyst formation in cyanobacteria	255
Elachuridae	255
Steroidobacteraceae	255
Anoxymicrobiaceae	255
mag_43830	255
Bacillibactin Siderophore	255
Exosporium	255
Maliibacteriaceae	255
Macrolides, lincosamides, streptogramins, ketolides, oxazolidinones (MLSKO) resistance: enzymatic degradation	255
Halarsenatibacteraceae	255
mag_39217	255
Lentisphaeraceae	255
mag_22	255
Rountreeviridae	255
Mucoraceae	255
Olpidiaceae	255
mag_4	255
Aotidae	256
Mcinerneyibacteriaceae	256
Macrolides, lincosamides, streptogramins, ketolides, oxazolidinones (MLSKO) resistance: rRNA methylases	256
Leporidae	256
Lythraceae	256
Cantharellaceae	256
mag_78	256
Petromyzontidae	256
mag_7782	256
mag_37801	256
mag_38310	256
Scophthalmidae	256
Buprestidae	256
Harpellaceae	256
Thermosulfidibacteraceae	256
mag_41872	256
mag_42473	256
Vespidae	256
Amanitaceae	256
Pieridae	256
Desulforegulaceae	256
Troglotrematidae	256
mag_34099	256
Ichthyobacteriaceae	256
Schleiferiaceae	256
Longimicrobiaceae	256
Skeletonemataceae	256
mag_39785	256
Tindalliaceae	256
Tepidibacteraceae	257
mag_1875	257
Vallicoccaceae	257
Haematococcaceae	257
Fritschiellaceae	257
Scenedesmaceae	257
mag_38185	257
mag_38577	257
Nartheciaceae	257
Sphaerophragmiaceae	257
Chalcididae	257
Syrphidae	257
Potamogetonaceae	257
Argynnaceae	257
mag_38127	257
mag_38651	257
Phaeodactylaceae	257
Plumbaginaceae	257
Clavariaceae	257
Chrysomelidae	257
Accessory colonization factor	257
Theileriidae	257
mag_42197	257
Cricetidae	257
Toluene 4-monooxygenase (T4MO)	257
Tinamidae	257
Sulfomarinibacteraceae	257
Cuculidae	257
Charadriidae	257
Thermoguttaceae	257
Periconiaceae	257
Pachyviridae	257
mag_66	257
Mucispirillaceae	257
mag_40300	257
Aeolococcaceae	257
Thermococcaceae	257
Nemacheilidae	257
mag_49861	258
mag_38765	258
mag_2953	258
mag_38160	258
mag_39553	258
mag_44977	258
Abditibacteriaceae	258
mag_349	258
mag_3020	258
mag_24	258
mag_37716	258
mag_390	258
mag_38621	258
Chaetodontidae	258
mag_31228	258
mag_38141	258
Gobiesocidae	258
mag_82	258
mag_37851	258
mag_41759	258
Peptoniphilaceae	258
mag_10	258
mag_37816	258
mag_39181	258
mag_42320	258
Ochromonadaceae	258
Opisthocomidae	258
mag_45	258
Varanidae	258
Eschrichtiidae	258
mag_3348	258
mag_39868	258
mag_38622	258
mag_3021	259
Characeae	259
Acerentomidae	259
Anthocerotibacteraceae	259
Pervagoviridae	259
Coprobacillaceae	259
mag_1132	259
mag_38311	259
mag_41670	259
mag_38420	259
Thermoflexibacteraceae	259
mag_38461	259
Breznakiellaceae	259
mag_946	259
Choreocolacaceae	259
mag_38774	259
mag_44196	259
Armatimonadaceae	259
mag_115	259
mag_37960	259
mag_37785	259
Cenarchaeaceae	259
Zymomonadaceae	259
Aquicultoraceae	259
Phyllostomidae	259
mag_2946	259
mag_37685	259
mag_39270	259
Salsipaludibacteraceae	259
mag_354	259
mag_39150	259
mag_3070	259
mag_38162	259
Channichthyidae	259
mag_37696	259
mag_37688	259
AMP to 3-phosphoglycerate	259
mag_39120	259
mag_37699	259
mag_43154	259
mag_41607	259
Psalteriomonadidae	260
Potyviridae	260
Mallomonadaceae	260
Nanobdellaceae	260
Megophryidae	260
Waddliaceae	260
Coat proteins CotJABC	260
mag_3795	260
mag_1063	260
mag_42610	260
mag_37667	260
mag_37	260
mag_3833	260
mag_39843	260
Vicingaceae	260
mag_79	260
Vannellidae	260
Philasteridae	260
mag_37752	260
mag_42223	260
mag_39049	260
Methanosarcinaceae	260
Heligmosomidae	260
Oceanococcaceae	260
mag_61	260
Desulfitibacteraceae	260
mag_2602	260
Clostridiales Family XVI. Incertae Sedis	260
Pollicipedidae	260
mag_38535	260
Cuniculiplasmataceae	260
mag_40821	260
mag_2918	260
Ardenticatenaceae	260
Amphipleuraceae	260
mag_38262	260
Calcidiscaceae	260
Termitidae	260
mag_38307	260
mag_17650	260
Denticipitidae	260
Activation of fatty acids as acyl-adenylates cluster subgroup FadD10	260
Orchesellidae	260
mag_38019	260
mag_2922	260
Monomastigaceae	260
Pterulaceae	260
Harpacticidae	260
Carnitine metabolism and transport	261
Arginine biosynthesis	261
Fatty acid catabolic operon fadN-fadA-fadE (yusJKL)	261
BactLuciferaseComplex	261
Yersiniaceae	261
D-gluconate and ketogluconates metabolism	261
Chromobacteriaceae	261
Methylglyoxal Metabolism	261
Cyanophycin Metabolism	261
Cysteine synthesis	261
Cold shock proteins of CSP family	262
Proline, 4-hydroxyproline uptake and utilization	262
Erwiniaceae	263
Putative oxidase COG2907	263
Glyoxylate bypass	263
Heme O and Heme A biosynthesis	263
Citrate uptake cluster	264
DNA repair, bacterial photolyase	264
Proline biosynthesis (for review)	264
Potassium-transporting ATPase	264
Pectobacteriaceae	264
Urea carboxylase and Allophanate hydrolase cluster	264
Glycine betaine synthesis from choline	264
Enterobacteriaceae	265
Anaerobic module of TCA	265
Pterin synthesis related cluster	265
Arcobacteraceae	265
Alkane biosynthesis in bacteria	266
Urease subunits	266
