Feature	Cluster
Streptomyces pactum	1254
Microbacterium sp. XT11	1254
Microbacterium sp. p3-SID131	1254
Energy; Respiration; Electron donating reactions; Respiratory Complex I; NAD(P)H-plastoquinone oxidoreductase chain 6, NdhG	1254
Saccharothrix tamanrassetensis	1254
Streptomyces sp. ISL-90	1254
Streptomyces sp. CRB46	1254
Streptomyces sp. REN17	1254
Microbacterium sp. PAMC22086	1254
Novacetimonas hansenii	1254
Bacteroidetes bacterium QS_7_67_15	1254
Sphingomonas sp. HDW15A	1254
Psychrobacter sp. JB193	1254
Herbidospora yilanensis	1254
Fulvivirga marina	1254
Streptomyces sp. SA3_actF	1254
Mycobacterium sp. Marseille-P9652	1254
Streptomyces paromomycinus	1254
Streptomyces sp. WAC 06725	1254
Collinsella sp. OM06-18AC	1254
Anaeromyxobacter terrae	1254
Confluentibacter citreus	1254
Daviesbacteria bacterium RIFCSPLOWO2_01_FULL_40_24	1254
Desulfobulbus elongatus	1254
Ileibacterium valens	1254
Arthrobacter sp. TS-15	1254
Microbacterium fandaimingii	1254
Kyrpidia tusciae	1254
Corynebacterium glyciniphilum	1254
Dorea sp. OM07-5	1254
Corynebacterium sp. CCUG 65737	1254
Sphingomonas abaci	1254
Campylobacter vulpis	1254
Brevibacterium sp. VCM10	1254
Brevibacterium sp. W7.2	1254
Actinotalea solisilvae	1254
Rhodobacteraceae bacterium HLUCCA24	1254
Kordiimonadales bacterium	1254
Parcubacteria group bacterium GW2011_GWA2_43_13	1254
Cellulomonas sp. HZM	1254
Chloroflexi bacterium RBG_16_68_14	1254
Companilactobacillus huachuanensis	1254
Actinopolyspora xinjiangensis	1254
Betaproteobacteria bacterium RBG_16_66_20	1254
Microbacterium keratanolyticum	1254
Legionella norrlandica	1254
uncultured Gardnerella sp.	1254
Pseudofrankia inefficax	1254
Persephonella marina	1254
Energy; Respiration; Plastidial (cyanobacterial) electron transport system; Respiratory complex I in plants (plastidial) and cyanobacteria; NAD(P)H-plastoquinone oxidoreductase chain 6, NdhG	1254
Mycolicibacterium mengxianglii	1254
Jannaschia seohaensis	1254
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-4	1255
Methylomonas sp. LL1	1255
Onishia taeanensis	1255
Streptomyces sp. CB03234	1255
Gloeothece verrucosa	1255
Aeromonas sp. FDAARGOS 1405	1255
Aneurinibacillus terranovensis	1255
RNA Processing; RNA Processing; RNA processing and modification; Cluster related to 2-thiouridine modification of tRNAs; Cell cycle transcriptional regulator CtrA	1255
Bacteroides caecicola	1255
Lactiplantibacillus daowaiensis	1255
Chloroflexi bacterium CG_4_8_14_3_um_filter_45_15	1255
Brumimicrobium aurantiacum	1255
Frankia sp. AgW1.1	1255
Methylomirabilis lanthanidiphila	1255
Phycicoccus duodecadis	1255
Paenibacillus sp. FSL H7-0326	1255
Duganella alba	1255
Desantisbacteria bacterium CG1_02_38_46	1255
Acetobacter papayae	1255
Terrabacter sp. MAHUQ-38	1255
Granulicella sp. SCN 62-9	1255
Acidobacteria bacterium 13_1_20CM_2_60_10	1255
Bipolaricaulis anaerobius	1255
Kineobactrum sediminis	1255
RNA Processing; RNA Processing; RNA processing and modification; RNA processing and degradation, bacterial; Ribonuclease, Rne/Rng family	1255
Nocardioides scoriae	1255
Nonomuraea roseoviolacea	1255
Kaiserbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_56_12	1255
Cellulomonas sp. JZ18	1255
Nonomuraea ceibae	1255
Thermosporothrix sp. COM3	1255
[Mycoplasma] phocae	1255
Gluconobacter japonicus	1255
Chloroflexi bacterium RIFCSPLOWO2_02_FULL_71_16	1255
Cellvibrio mixtus	1255
Burkholderia sp. OK233	1255
Arthrobacter sp. B1805	1255
Chitinophaga tropicalis	1255
Micromonospora mirobrigensis	1255
Thiotrichales bacterium 34-46-19	1255
uncultured Leptolyngbya sp.	1255
Novosphingobium sp. B 225	1255
Betaproteobacteria bacterium HGW-Betaproteobacteria-8	1255
Cysteiniphilum litorale	1255
Luteirhabdus pelagi	1255
Rhodococcus triatomae	1256
Endolissoclinum faulkneri	1256
Streptomyces hirsutus	1256
Limosilactobacillus caccae	1256
Actinotalea caeni	1256
Nocardia colli	1256
Kamptonema sp. PCC 6506	1256
Azospirillum soli	1256
Streptomyces sp. 3214.6	1256
Microbacterium marinilacus	1256
Tractidigestivibacter scatoligenes	1257
Metabolism; Cofactors, Vitamins, Prosthetic Groups; NAD and NADP; NAD and NADP cofactor biosynthesis global; ADP-ribose pyrophosphatase	1257
RNA Processing; RNA Processing; RNA processing and modification; rRNA modification related cluster including tlyA; ADP-ribose pyrophosphatase	1257
Metabolism; Metabolite damage and its repair or mitigation; ; Nudix proteins (nucleoside triphosphate hydrolases); ADP-ribose pyrophosphatase	1257
Geobacillus thermodenitrificans	1257
Metabolism; Cofactors, Vitamins, Prosthetic Groups; NAD and NADP; NAD and NADP cofactor biosynthesis bacterial; ADP-ribose pyrophosphatase	1257
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response; Aerotolerance operon; MoxR-like ATPase in aerotolerance operon	1258
Metabolism; Carbohydrates; Polysaccharides; Glycogen metabolism; Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)	1258
Bifidobacterium bombi	1259
Bifidobacterium catenulatum	1259
Bifidobacterium animalis	1259
Metabolism; Carbohydrates; Monosaccharides; An Arabinose Sensor; L-arabinose ABC transporter, permease protein AraH	1259
Bifidobacterium pseudocatenulatum	1259
uncultured Frankia sp.	1260
bacterium HR32	1260
Metabolism; Carbohydrates; Monosaccharides; An Arabinose Sensor; L-arabinose ABC transporter, ATP-binding protein AraG	1261
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Quinone cofactors; Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate; FIG00672241: Uncharacterized peptidase	1261
Actinomyces sp. HMT897	1261
Cellular Processes; Cell Cycle, Cell Division and Death; ; Cell division initiation related cluster; FIG01967133: Putative secreted protein	1261
Metabolism; Carbohydrates; Monosaccharides; An Arabinose Sensor; L-arabinose ABC transporter, substrate-binding protein AraF	1261
Lachnospiraceae bacterium G11	1262
Pelagibacterium sp. SCN 64-44	1262
Bifidobacterium minimum	1262
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial UmuCD system; Error-prone, lesion bypass DNA polymerase V (UmuC)	1262
Metabolism; Nucleosides and Nucleotides; Purines; Nucleoside uptake and degradation cluster; Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	1262
Membrane Transport; Membrane Transport; ABC transporters; Nucleoside ABC transporter cluster; Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	1262
Dubosiella newyorkensis	1262
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Phospholipids; Cardiolipin biosynthesis; Cardiolipin synthase (CMP-forming), eukaryotic type Cls-II (EC 2.7.8.41)	1263
Muribaculaceae bacterium Isolate-002 (NCI)	1263
Galliscardovia ingluviei	1263
Bifidobacterium psychraerophilum	1263
Streptomyces sp. AVP053U2	1263
Adlercreutzia muris	1263
Bifidobacterium actinocoloniiforme	1263
Bifidobacterium bifidum	1263
Bifidobacteriaceae bacterium NR003	1263
Gardnerella vaginalis	1263
Bifidobacteriales bacterium 56_10	1263
Bifidobacterium pullorum	1263
Bifidobacterium canis	1263
Bifidobacterium tsurumiense	1263
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Aminoglycoside modifying enzymes: N-acetyltransferases; weak similarity to aminoglycoside N(3)-acetyltransferase	1263
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial UmuCD system; Error-prone repair protein UmuD	1263
Bifidobacteriaceae bacterium NR047	1263
Bifidobacteriaceae bacterium WP012	1263
Bifidobacterium aemilianum	1263
Holdemanella sp. DFI.5.55	1263
Aeriscardovia aeriphila	1263
Bifidobacteriaceae bacterium NR015	1263
Collinsella sp. CAG:289	1264
Bifidobacterium hapali	1264
Sporosarcina limicola	1264
Bifidobacterium boum	1264
Bifidobacterium angulatum	1264
Bifidobacterium catulorum	1264
uncultured Bifidobacterium sp.	1264
Bifidobacterium sp.	1264
Oribacterium sp. oral taxon 078	1264
Cellulomonas uda	1264
Eggerthella sp. CAG:1427	1264
Bifidobacterium callitrichos	1264
Chthonomonadales bacterium	1264
Bifidobacterium stellenboschense	1264
Bifidobacterium scardovii	1264
Paenibacillus pini	1264
Bifidobacterium thermophilum	1264
Ignavibacteriaceae bacterium	1264
Bifidobacterium breve	1264
Firmicutes bacterium CAG:24053_14	1264
Pseudoscardovia suis	1264
Streptomyces sp. SID12501	1264
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Macrolides, lincosamides, streptogramins, ketolides, oxazolidinones (MLSKO) resistance: ribosomal protection; ABC-F type ribosomal protection protein => Lsa(B)	1264
Rhodococcus gordoniae	1265
Clostridiales bacterium UBA8153	1265
Bifidobacterium mongoliense	1265
Paucisalibacillus globulus	1265
bacterium ADurb.Bin363	1265
Metabolism; Carbohydrates; Monosaccharides; L-fucose utilization; L-fucose mutarotase, type 2 (EC 5.1.3.29)	1265
Bifidobacterium lemurum	1266
Bifidobacterium dolichotidis	1267
Arthrobacter sp. PAMC25284	1267
Egibacter rhizosphaerae	1267
Jiangella rhizosphaerae	1267
Schumannella luteola	1267
Nonomuraea terrae	1267
Methylosinus trichosporium	1267
Ligilactobacillus acidipiscis	1267
Omnitrophica bacterium CG1_02_49_10	1267
Magasanikbacteria bacterium GW2011_GWA2_41_55	1267
Mumia sp. ZJ1417	1267
Bacillus sp. D386	1267
Bombiscardovia coagulans	1267
Nocardiopsaceae bacterium YIM 96095	1267
Firmicutes bacterium CAG:110	1267
Portnoybacteria bacterium CG06_land_8_20_14_3_00_39_12	1268
Bifidobacterium coryneforme	1268
Desulfobacterales bacterium S5133MH4	1268
Phototrophicus methaneseepsis	1268
Nocardioides turkmenicus	1268
Acidipropionibacterium acidipropionici	1268
Acidobacteria bacterium 37-71-11	1268
Bifidobacterium moukalabense	1268
Blackburnbacteria bacterium RIFCSPHIGHO2_02_FULL_44_20	1268
Streptomyces sp. SPB074	1268
Acidimicrobiales bacterium 20-64-4	1268
Pseudobutyrivibrio sp. OR37	1268
Bifidobacterium italicum	1268
Bifidobacterium jacchi	1268
Nesterenkonia sphaerica	1268
Cellular Processes; Cell Cycle, Cell Division and Death; Programmed Cell Death and Toxin-antitoxin Systems; Toxin-antitoxin replicon stabilization systems; TTE0859 replicon stabilization toxin	1268
Portnoybacteria bacterium CG_4_9_14_3_um_filter_43_11	1268
Ruminobacter sp. RM87	1268
Faecalibacterium sp. CAG:74	1268
Mycoplasma sp. CAG:956	1268
Metabolism; Amino Acids and Derivatives; Proline and 4-hydroxyproline; Proline, 4-hydroxyproline uptake and utilization; proline iminopeptidase	1268
Streptomyces sp. alain-838	1268
Bifidobacterium xylocopae	1268
Bifidobacterium amazonense	1268
Gardnerella pickettii	1268
Berkelbacteria bacterium GW2011_GWA2_35_9	1268
Erythrobacter sp. SN021	1268
Microgenomates group bacterium GW2011_GWB1_45_17	1268
Bifidobacterium adolescentis	1268
Leptospira barantonii	1268
Lactobacillus kullabergensis	1268
Micrococcus sp. HMSC067E09	1268
Bifidobacteriaceae bacterium WP022	1268
Holospora undulata	1268
Cryobacterium flavum	1268
Bifidobacterium sp. N5G01	1268
Bifidobacteriaceae bacterium GH022	1268
Bifidobacterium sp. 56_9_plus	1268
Streptomyces hygroscopicus	1268
Beckwithbacteria bacterium	1268
Dorea phocaeensis	1268
Actinomadura flavalba	1268
Dietzia sp. UCD-THP	1268
Arthrobacter sp. 135MFCol5.1	1268
Bifidobacterium avesanii	1268
Desulfobotulus mexicanus	1268
Fructobacillus americanaquae	1268
Atribacteria bacterium 34_868	1268
Clostridium sp. CAG:354_28_25	1268
Pseudoscardovia radai	1268
Cellular Processes; Microbial communities; Quorum sensing and biofilm formation; Quorum sensing in Yersinia; N-acyl homoserine lactone hydrolase	1268
Pseudonocardia sp. McavD-2-B	1268
Secundilactobacillus collinoides	1268
Parascardovia denticolens	1268
Thermus thermophilus	1268
Collinsella sp. AM17-1	1268
Roseomonas sp. AR75	1268
Bifidobacterium callitrichidarum	1268
Pseudonocardia cypriaca	1268
Scardovia wiggsiae	1268
Bifidobacterium ramosum	1268
Scardovia inopinata	1268
Cellular Processes; Cell Cycle, Cell Division and Death; ; Cell division cluster; FIG00003370: Multicopper polyphenol oxidase	1269
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Biotin; Biotin synthesis & utilization; Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	1269
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Biotin; Biotin biosynthesis; Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	1269
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Biotin; Biotin synthesis cluster; Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	1269
Metabolism; Nucleosides and Nucleotides; Pyrimidines; De Novo Pyrimidine Synthesis; Aspartate carbamoyltransferase regulatory chain (PyrI)	1270
Quinella sp. 1Q7	1270
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response; Aerotolerance operon; hypothetical protein PA3071	1270
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Phospholipids; Inositol-containing phospholipids; Inositol-1-phosphate synthase (EC 5.5.1.4)	1270
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response: Heat/cold shock; Cold shock proteins of CSP family; Cold shock protein of CSP family => SCO4325	1271
Slackia isoflavoniconvertens	1271
Cell Envelope; Cell Envelope, Capsule and Slime layer; Cell wall of Mycobacteria; Phosphatidylinositol mannosides biosynthesis related cluster; Phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57)	1271
Metabolism; Iron acquisition and metabolism; ; Iron transport system including ABC transporter; Periplasmic protein p19 involved in high-affinity Fe2+ transport	1271
Metabolism; Carbohydrates; Polysaccharides; Glycogen metabolism; Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type	1271
Propioniciclava coleopterorum	1271
Cell Envelope; Cell Envelope, Capsule and Slime layer; Cell wall of Mycobacteria; Phosphatidylinositol mannosides biosynthesis related cluster; Lauroyl/myristoyl acyltransferase involved in lipid A biosynthesis (Lauroyl/myristoyl acyltransferase)	1271
Streptomyces sp. Tu6071	1271
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Protein targeting, sorting, translocation; Twin-arginine translocation system related cluster; Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type	1271
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response; Aerotolerance operon; Aerotolerance protein BatB	1271
Anaeroplasma bactoclasticum	1272
Cellular Processes; Cell Cycle, Cell Division and Death; Programmed Cell Death and Toxin-antitoxin Systems; YoeB-YefM toxin-antitoxin system; mRNA interferase YafQ	1272
Bifidobacterium pseudolongum	1272
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial; Methylated-DNA--protein-cysteine methyltransferase	1272
Paenibacillus sp. VKM B-2647	1272
Bifidobacterium dentium	1272
Metabolism; Carbohydrates; CO2 fixation; Calvin-Benson cycle; Phosphoglycerate kinase (EC 2.7.2.3)	1273
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Glycolysis and Gluconeogenesis; Phosphoglycerate kinase (EC 2.7.2.3)	1273
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Glycolysis and Gluconeogenesis, including Archaeal enzymes; Phosphoglycerate kinase (EC 2.7.2.3)	1273
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Entner-Doudoroff Pathway; Phosphoglycerate kinase (EC 2.7.2.3)	1273
Cellular Processes; Cell Cycle, Cell Division and Death; ; Cell division cluster; Cell division protein FtsQ	1273
Metabolism; Carbohydrates; Amino sugars and nucleotide sugars ; N-acetylneuraminate utilization; N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	1274
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Lipoic acid; Lipoic acid metabolism; Lipoate-protein ligase A	1275
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Lipoic acid; Lipoylation-related cluster; Lipoate-protein ligase A	1275
Cellular Processes; Cell Cycle, Cell Division and Death; ; Cell division cluster; Cell division initiation protein DivIVA	1276
Energy; Respiration; Biogenesis of respiratory chain components; Biogenesis of c-type cytochromes; Cytochrome c-type biogenesis protein CcsA/ResC	1277
Cellular Processes; Microbial communities; Quorum sensing and biofilm formation; Biofilm Adhesin Biosynthesis; Biofilm PGA outer membrane secretin PgaA	1277
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Arginine decarboxylase and Agmatinase cluster; Deoxyhypusine synthase (EC 2.5.1.46)	1277
Cellular Processes; Cell Cycle, Cell Division and Death; ; Cell division related cluster including coaD; RNA polymerase sigma factor RpoH	1277
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response: Heat/cold shock; Heat shock dnaK gene cluster extended; RNA polymerase sigma factor RpoH	1277
Cellular Processes; Cell Cycle, Cell Division and Death; ; FtsEX cell-division-associated signaling system; RNA polymerase sigma factor RpoH	1277
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Cysteine synthesis; Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	1277
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Protein processing and modification; Modification of eukaryotic initiation factor 5A; Deoxyhypusine synthase (EC 2.5.1.46)	1277
DNA Processing; DNA Processing; DNA repair; DNA Repair Base Excision; ATP-dependent DNA ligase (EC 6.5.1.1) LigC	1277
RNA Processing; RNA Processing; RNA processing and modification; mRNA 3-end processing factor containing cluster; ATP-dependent DNA ligase (EC 6.5.1.1) LigC	1277
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Arsenic resistance; Arsenical-resistance protein ACR3	1277
Cellular Processes; Motility and Chemotaxis; Flagellum; Flagellum; Flagellar motor switch protein FliN	1277
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Glycolysis and Gluconeogenesis, including Archaeal enzymes; Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	1277
Metabolism; Sulfur Metabolism; ; Sulfur metabolism related cluster; Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	1277
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Glycolysis and Gluconeogenesis; Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	1277
Metabolism; Carbohydrates; CO2 fixation; Calvin-Benson cycle; Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	1277
Oxalobacteraceae bacterium	1277
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; Mu-like phage; Phage protein Mup29, H	1277
Klebsiella michiganensis	1277
Metabolism; Nucleosides and Nucleotides; Purines; Purine catabolism in Bacillus subtilis; Allantoinase (EC 3.5.2.5)	1278
Metabolism; Amino Acids and Derivatives; ; Amino acid racemase; Aspartate racemase (EC 5.1.1.13)	1278
Planctomycetota bacterium	1278
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Polyamine Metabolism; Spermidine N1-acetyltransferase (EC 2.3.1.57)	1278
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Anaerobic module of TCA; Isocitrate dehydrogenase [NAD] (EC 1.1.1.41)	1278
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; TCA Cycle; Isocitrate dehydrogenase [NAD] (EC 1.1.1.41)	1278
Metabolism; Carbohydrates; Amino sugars and nucleotide sugars ; 2,3-diacetamido-2,3-dideoxy-d-mannuronic acid; UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronic acid acetyltransferase (EC 2.3.1.201)	1278
Metabolism; Carbohydrates; Amino sugars and nucleotide sugars ; 2,3-diacetamido-2,3-dideoxy-d-mannuronic acid; UDP-N-acetyl-D-glucosamine 6-dehydrogenase (EC 1.1.1.136)	1278
RNA Processing; RNA Processing; RNA processing and modification; RNA pseudouridine synthases; LSU rRNA pseudouridine(955/2504/2580) synthase (EC 5.4.99.24)	1278
Desulfovibrionaceae bacterium	1278
Metabolism; Carbohydrates; Sugar alcohols; Inositol catabolism; Inosose dehydratase (EC 4.2.1.44)	1279
Metabolism; Carbohydrates; Monosaccharides; D-Galacturonate and D-Glucuronate Utilization; 2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	1279
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Entner-Doudoroff Pathway; 2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	1279
Chloroflexota bacterium	1279
Crocinitomicaceae bacterium	1279
Metabolism; Carbohydrates; Monosaccharides; D-gluconate and ketogluconates metabolism; 2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	1279
Metabolism; Carbohydrates; Amino sugars and nucleotide sugars ; Hyaluronate utilization; 2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	1279
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Selenoproteins; Selenocysteine metabolism; Selenide,water dikinase (EC 2.7.9.3)	1279
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial; Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)	1280
RNA Processing; RNA Processing; RNA processing and modification; RNA pseudouridine synthases; LSU rRNA pseudouridine(2604) synthase (EC 5.4.99.21)	1280
Sporomusaceae bacterium	1280
Mediterraneibacter gnavus	1280
Phascolarctobacterium sp. CAG:266	1280
Clostridium botulinum	1280
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Polyamine Metabolism; S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B	1280
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial MutHLS system; Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)	1280
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response; Aerotolerance operon; FIG00936810: hypothetical protein	1280
Sphingobacterium sp. IITKGP-BTPF85	1280
Enterocloster bolteae	1280
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Arginine decarboxylase and Agmatinase cluster; S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B	1280
Microbacterium sp. B24	1281
Brevundimonas albigilva	1281
Luteimonas saliphila	1281
Paraburkholderia phenoliruptrix	1281
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; Lambdoid phage; Phage recombination protein NinG	1281
Metabolism; Carbohydrates; Di- and oligosaccharides; Lactose utilization; Transcriptional repressor of the lac operon	1281
uncultured Thermomicrobiales bacterium	1281
Thermoleophilaceae bacterium	1281
Acinetobacter sp. HA	1281
Pseudomonas psychrotolerans	1281
Metabolism; Carbohydrates; C-1 compound metabolism; S-Adenosyl-L-homocysteine recycling; 5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13), N-terminal domain	1281
Ideonella azotifigens	1281
DNA Processing; DNA Processing; DNA repair; DNA Repair Base Excision; ATP-dependent DNA ligase (EC 6.5.1.1)	1281
Rhizobium lentis	1281
Metabolism; Carbohydrates; Monosaccharides; Hexose phosphate transport system; Hexose-phosphate uptake signal transduction histidine-protein kinase/phosphatase UhpB	1281
Xanthomonas pisi	1281
Metabolism; Iron acquisition and metabolism; Siderophores; Siderophore assembly kit; Siderophore biosynthesis protein, monooxygenase	1281
Aromatoleum diolicum	1281
Anaeromyxobacter sp. SG26	1281
Metabolism; Amino Acids and Derivatives; Aromatic amino acids and derivatives; Chorismate Synthesis; Quinate/shikimate dehydrogenase [Pyrroloquinoline-quinone] (EC 1.1.5.8)	1281
Halomonadaceae bacterium	1281
Metabolism; Carbohydrates; Monosaccharides; GDP-fucose to mannose-1P module; Mannose-1-phosphate guanylyltransferase	1281
Miscellaneous; Prophages, Transposable elements, Plasmids; Transposable elements; Conjugative transposon, Bacteroidales; Conjugative transposon protein TraB	1281
Clostridium tepidiprofundi	1281
Paraburkholderia caribensis	1281
Membrane Transport; Membrane Transport; Uni- Sym- and Antiporters; NhaA, NhaD and Sodium-dependent phosphate transporters; Transcriptional activator NhaR	1281
Chryseobacterium populi	1281
Blastopirellula sp.	1281
Miscellaneous; Prophages, Transposable elements, Plasmids; ; Gene Transfer Agent; Gene Transfer Agent terminase protein	1281
Chryseobacterium sp. CH25	1282
Chryseobacterium pennae	1282
Albimonas pacifica	1282
Alishewanella tabrizica	1282
Citrobacter koseri	1282
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Fatty acids; Phospholipid and Fatty acid biosynthesis related cluster; 3-oxoacyl-[ACP] synthase (EC 2.3.1.41) FabV like	1282
Metabolism; Carbohydrates; C-1 compound metabolism; S-Adenosyl-L-homocysteine recycling; 5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13), C-terminal domain	1282
Janthinobacterium sp. PC23-8	1282
RNA Processing; RNA Processing; RNA processing and modification; RNA pseudouridine synthases; tRNA pseudouridine(65) synthase (EC 5.4.99.26)	1282
Membrane Transport; Membrane Transport; Protein and nucleoprotein secretion system, Type IV; Type IV pilus; Type IV fimbrial biogenesis protein PilY1	1282
Sphingobacterium daejeonense	1282
Xanthomonadaceae bacterium	1282
Taibaiella chishuiensis	1282
Variovorax sp. PAMC26660	1282
Sphingobacteriaceae bacterium	1282
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Fatty acids; Phospholipid and Fatty acid biosynthesis related cluster; FIG143263: Glycosyl transferase	1282
Curvibacter lanceolatus	1282
Membrane Transport; Membrane Transport; Protein and nucleoprotein secretion system, Type IV; Type IV pilus; Type IV pilus biogenesis protein PilP	1282
Chryseobacterium sp.	1282
Bradyrhizobium japonicum	1282
Pedobacter sp.	1282
Paraburkholderia acidisoli	1282
Alishewanella longhuensis	1282
Taibaiella lutea	1282
Pelosinus propionicus	1282
Solibacter sp.	1282
Bacteroidota bacterium	1282
Cellular Processes; Cell Cycle, Cell Division and Death; ; MukBEF Chromosome Condensation; Chromosome partition protein MukB	1282
Parasutterella excrementihominis	1282
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Fatty acids; Phospholipid and Fatty acid biosynthesis related cluster; Putative histidine ammonia-lyase protein	1282
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial RecBCD pathway; Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)	1282
Alishewanella sp. 34-51-39	1282
Hyphomicrobium sulfonivorans	1282
Chryseobacterium indologenes	1282
Energy; Respiration; ; Respiratory Systems - Shewanella (updated); NrfD protein	1282
Spirochaetota bacterium	1282
Ralstonia insidiosa	1282
Rugamonas rubra	1282
Massilia sp. HP4	1282
Membrane Transport; Membrane Transport; Protein and nucleoprotein secretion system, Type IV; Vir-like type 4 secretion system; Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8	1282
Pedobacter nutrimenti	1282
Sphingobacterium sp. E70	1282
Chryseobacterium ureilyticum	1282
Membrane Transport; Membrane Transport; Protein and nucleoprotein secretion system, Type IV; Type 4 secretion and conjugative transfer; Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8	1282
Sphingopyxis macrogoltabida	1282
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; Lambdoid phage; Phage recombination protein NinB	1282
Undibacterium rivi	1282
Methylophaga sp.	1282
Nevskiaceae bacterium	1282
Chryseobacterium sp. HMWF028	1282
